epoch,learning_rate,loss,masked_mae,masked_rmse,val_loss,val_masked_mae,val_masked_rmse
0,0.0003000000142492354,0.24575307965278625,0.35596218705177307,0.4626990258693695,0.06592687964439392,0.1947013884782791,0.2529396116733551
1,0.0003000000142492354,0.06017071753740311,0.17667900025844574,0.2435825616121292,0.053141575306653976,0.16818484663963318,0.22590722143650055
2,0.0003000000142492354,0.05905546993017197,0.17482586205005646,0.24147334694862366,0.05321020260453224,0.16818808019161224,0.22598907351493835
3,0.0003000000142492354,0.058992259204387665,0.17464621365070343,0.24124307930469513,0.05303249508142471,0.16803620755672455,0.2257215678691864
4,0.0003000000142492354,0.05879944562911987,0.17433443665504456,0.2407882809638977,0.05260847881436348,0.16765441000461578,0.22496896982192993
5,0.0003000000142492354,0.058696385473012924,0.17422814667224884,0.2406149059534073,0.05269244685769081,0.1674855798482895,0.22461523115634918
6,0.0003000000142492354,0.058353498578071594,0.17379944026470184,0.2399793416261673,0.05264187976717949,0.16744066774845123,0.22470487654209137
7,0.0003000000142492354,0.058102965354919434,0.17342786490917206,0.23935535550117493,0.05202364921569824,0.1666572093963623,0.22328299283981323
8,0.0003000000142492354,0.05791674181818962,0.17312198877334595,0.23884470760822296,0.05230192467570305,0.16739711165428162,0.2241080403327942
9,0.0003000000142492354,0.05780617147684097,0.17298561334609985,0.23871706426143646,0.05122382566332817,0.1656227856874466,0.2218586653470993
10,0.0003000000142492354,0.05766156315803528,0.1728164255619049,0.23851455748081207,0.05158776417374611,0.16628074645996094,0.22261382639408112
11,0.0003000000142492354,0.05755133926868439,0.17255070805549622,0.238158717751503,0.05185350030660629,0.16648182272911072,0.22267651557922363
12,0.0003000000142492354,0.05738977715373039,0.17240077257156372,0.23783421516418457,0.051503218710422516,0.16581536829471588,0.221840038895607
13,0.0003000000142492354,0.05720946565270424,0.17211565375328064,0.2374279946088791,0.051372628659009933,0.16564084589481354,0.22205781936645508
14,0.0003000000142492354,0.057146720588207245,0.17199468612670898,0.23734505474567413,0.052437905222177505,0.16713638603687286,0.22327786684036255
15,0.0001500000071246177,0.056785013526678085,0.17144781351089478,0.2366614192724228,0.05150415748357773,0.16580021381378174,0.2214641124010086
16,0.0001500000071246177,0.05682092159986496,0.17151214182376862,0.2366422563791275,0.0505114309489727,0.1642133593559265,0.22004850208759308
17,0.0001500000071246177,0.05672710761427879,0.17133930325508118,0.23664672672748566,0.05168037861585617,0.16604271531105042,0.2216690331697464
18,0.0001500000071246177,0.05659135431051254,0.17116683721542358,0.23609963059425354,0.05108017846941948,0.16504564881324768,0.22079558670520782
19,0.0001500000071246177,0.05652675777673721,0.17110168933868408,0.236138254404068,0.05056031420826912,0.1642785668373108,0.22017492353916168
20,0.0001500000071246177,0.05628354102373123,0.17078053951263428,0.23563721776008606,0.05018525570631027,0.16386212408542633,0.21932917833328247
21,0.0001500000071246177,0.056187596172094345,0.17059288918972015,0.23537985980510712,0.050027839839458466,0.16323018074035645,0.21908392012119293
22,0.0001500000071246177,0.05611921101808548,0.17055001854896545,0.23517972230911255,0.050374142825603485,0.16379868984222412,0.21929314732551575
23,0.0001500000071246177,0.0561014749109745,0.1705162227153778,0.23515523970127106,0.05038824304938316,0.16406920552253723,0.21922780573368073
24,0.0001500000071246177,0.05578530952334404,0.17007464170455933,0.2345007210969925,0.04986051842570305,0.16329333186149597,0.2184232473373413
25,0.0001500000071246177,0.05585109815001488,0.17013803124427795,0.2347276359796524,0.05053345113992691,0.16453877091407776,0.21966353058815002
26,0.0001500000071246177,0.055582329630851746,0.16989292204380035,0.2340114563703537,0.04959648475050926,0.16251002252101898,0.21745231747627258
27,0.0001500000071246177,0.05572838708758354,0.17001797258853912,0.23448963463306427,0.05029558390378952,0.16423170268535614,0.21921558678150177
28,0.0001500000071246177,0.055457890033721924,0.1696944385766983,0.23392552137374878,0.04889979958534241,0.1615380048751831,0.21645744144916534
29,0.0001500000071246177,0.05519077926874161,0.16927310824394226,0.23323357105255127,0.04934660717844963,0.16234229505062103,0.2172243297100067
30,0.0001500000071246177,0.05528002977371216,0.169394850730896,0.2334911823272705,0.05005811154842377,0.1632613092660904,0.21825337409973145
31,0.0001500000071246177,0.05499899759888649,0.16896682977676392,0.23294854164123535,0.049933597445487976,0.163479745388031,0.2181507647037506
32,0.0001500000071246177,0.05502402037382126,0.1690915822982788,0.23289929330348969,0.04957466945052147,0.16283079981803894,0.21747738122940063
33,0.0001500000071246177,0.05488458275794983,0.16886302828788757,0.2326505333185196,0.04880492389202118,0.16144950687885284,0.21607017517089844
34,7.500000356230885e-05,0.054687000811100006,0.16854006052017212,0.23216979205608368,0.04819145053625107,0.16029933094978333,0.21489226818084717
35,7.500000356230885e-05,0.054724086076021194,0.16859523952007294,0.2322714626789093,0.048548948019742966,0.1609395295381546,0.215409517288208
36,7.500000356230885e-05,0.05447272211313248,0.16821694374084473,0.23180773854255676,0.048193883150815964,0.16042247414588928,0.21479903161525726
37,7.500000356230885e-05,0.05462133511900902,0.16842399537563324,0.2321164608001709,0.049542270600795746,0.1633179932832718,0.21789394319057465
38,7.500000356230885e-05,0.05463554710149765,0.16846276819705963,0.23219667375087738,0.048409320414066315,0.1605617254972458,0.21533501148223877
39,7.500000356230885e-05,0.054458096623420715,0.16828402876853943,0.23169752955436707,0.04822874069213867,0.16051071882247925,0.21477705240249634
40,3.7500001781154424e-05,0.05429350212216377,0.1679210513830185,0.23140932619571686,0.04823484271764755,0.16051074862480164,0.21482013165950775
41,3.7500001781154424e-05,0.054369132965803146,0.168101504445076,0.2314578741788864,0.04792308062314987,0.159967839717865,0.21429696679115295
42,3.7500001781154424e-05,0.05415987968444824,0.16777992248535156,0.23107506334781647,0.04813321307301521,0.1603500097990036,0.2146109640598297
43,3.7500001781154424e-05,0.05436162278056145,0.16809558868408203,0.2314777821302414,0.04837678000330925,0.1607631891965866,0.21520282328128815
44,3.7500001781154424e-05,0.05424158647656441,0.16785232722759247,0.23128309845924377,0.04815903678536415,0.16033513844013214,0.21466779708862305
45,3.7500001781154424e-05,0.054055359214544296,0.16769643127918243,0.230865478515625,0.04889792576432228,0.16198185086250305,0.2160794883966446
46,3.7500001781154424e-05,0.05414292961359024,0.16775670647621155,0.23110494017601013,0.047729603946208954,0.15959471464157104,0.21376003324985504
47,3.7500001781154424e-05,0.05413169413805008,0.16781751811504364,0.23104596138000488,0.0481158010661602,0.16028164327144623,0.2145114243030548
48,3.7500001781154424e-05,0.05407179147005081,0.16767671704292297,0.23089690506458282,0.04788428172469139,0.15981560945510864,0.21390411257743835
49,3.7500001781154424e-05,0.054131876677274704,0.16774393618106842,0.2310575693845749,0.04801178723573685,0.16000933945178986,0.21422147750854492
50,3.7500001781154424e-05,0.05403335392475128,0.16764923930168152,0.23085816204547882,0.04770731180906296,0.15951375663280487,0.21365803480148315
51,3.7500001781154424e-05,0.05419869348406792,0.16780826449394226,0.23116174340248108,0.04826722294092178,0.1607842743396759,0.21491780877113342
52,1.8750000890577212e-05,0.053704485297203064,0.16716311872005463,0.23021194338798523,0.04799344018101692,0.16013430058956146,0.21430520713329315
53,1.8750000890577212e-05,0.054209936410188675,0.16786891222000122,0.23114103078842163,0.0479641892015934,0.15999829769134521,0.21419228613376617
54,1.8750000890577212e-05,0.05376870185136795,0.16723202168941498,0.2302711009979248,0.047910936176776886,0.1598881334066391,0.2139616161584854
55,1.8750000890577212e-05,0.053992122411727905,0.1675720512866974,0.2307063639163971,0.04796529933810234,0.1599840223789215,0.21414975821971893
56,1.8750000890577212e-05,0.05387058109045029,0.1674201637506485,0.23059312999248505,0.047777190804481506,0.15974347293376923,0.2137875258922577
57,9.375000445288606e-06,0.05388729274272919,0.16730618476867676,0.23054367303848267,0.04781727492809296,0.1597292274236679,0.21377940475940704
58,9.375000445288606e-06,0.05404490977525711,0.1676320731639862,0.23083515465259552,0.047782331705093384,0.1596810221672058,0.2138582020998001
59,9.375000445288606e-06,0.053737711161375046,0.16719849407672882,0.23010948300361633,0.047633495181798935,0.15940263867378235,0.21358096599578857
60,9.375000445288606e-06,0.05385155975818634,0.16734978556632996,0.23046909272670746,0.04784895479679108,0.15987181663513184,0.2138991504907608
61,9.375000445288606e-06,0.05390219762921333,0.1673751175403595,0.2304932028055191,0.047768913209438324,0.15965521335601807,0.21376965939998627
62,4.687500222644303e-06,0.05386251583695412,0.16734127700328827,0.23040452599525452,0.04778457060456276,0.15966437757015228,0.2137192338705063
63,4.687500222644303e-06,0.0538492277264595,0.16735370457172394,0.23043793439865112,0.04772116243839264,0.1596238613128662,0.21371984481811523
64,4.687500222644303e-06,0.05376219004392624,0.1671956479549408,0.23022836446762085,0.04767576605081558,0.15950170159339905,0.21354719996452332
65,4.687500222644303e-06,0.05391216278076172,0.16750793159008026,0.23057177662849426,0.04769067093729973,0.1595248430967331,0.2136162966489792
66,4.687500222644303e-06,0.05379467085003853,0.16712841391563416,0.2302750051021576,0.047749150544404984,0.15962204337120056,0.2137209177017212
67,2.3437501113221515e-06,0.05396436154842377,0.16755543649196625,0.23069843649864197,0.047732897102832794,0.1595948338508606,0.21368040144443512
68,2.3437501113221515e-06,0.05379106104373932,0.16726292669773102,0.23037773370742798,0.04767946898937225,0.1595301777124405,0.21360322833061218
69,2.3437501113221515e-06,0.053656190633773804,0.16700467467308044,0.23001012206077576,0.04769192636013031,0.15954603254795074,0.2135891616344452
